,#,V,Source In,Source Out,Record In,Record Out,Name,Clip Directory,Duration TC,Frame Rate,Resolution,Video Codec,Audio Codec,Description,Comments,Keywords,Clip Color,Shot,Scene,Take,Flags,Camera #,Date Modified,File Type
2175,2166,V1,00:00:00:00,00:00:01:19,01:37:56:15,01:37:58:09,PM Docker 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:03:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,PM,Document,,PM via Anne Rebours,Mon Jan 27 10:08:21 2020,mov
2176,2167,V1,00:05:27:10,00:05:28:17,01:37:58:09,01:37:59:15,P-218-13,/Volumes/RAID1/OPUW/Media/Archives/Historic Films,00:56:13:16,29.970,480 x 360,H.264,AAC,"Ouvriers démontant le mobilier, super, dirigeable Goodyear",,"Normandie,luxe,conversion,gloire",Navy,1942,,Historic Films,Green,,Fri Jun  7 21:16:14 2019,mp4
2179,2170,A5,00:00:30:14,00:00:32:14,01:37:59:15,01:38:01:15,21 Welding - arc welding - close - construction site,/Volumes/RAID1/OPUW/Media/Sound FX/construction,00:01:29:00,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Mar  9 17:45:07 2009,aif
2178,2169,V1,00:00:19:09,00:00:20:09,01:37:59:15,01:38:00:15,220481-18,/Volumes/RAID1/OPUW/Media/Archives/Footage Farm/Normandie,00:00:33:03,25.000,768 x 576,H.264,AAC,,,"Normandie,conversion",Navy,1941,,Footage Farm,Green,,Thu Jun 20 10:14:48 2019,mp4
2180,2171,V1,05:05:08:16,05:05:09:16,01:38:00:15,01:38:01:15,1 NUM470-Ocean Liners,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:08:35:22,25.000,1024 x 576,H.264,Linear PCM,,,"Normandie,renflouement,lettres,conversion",Navy,1941-1942,,Lobster,Green,NARA,Thu Aug  1 12:57:23 2019,mov
2182,2173,V1,00:00:08:03,00:00:09:07,01:38:01:15,01:38:02:19,220481-18,/Volumes/RAID1/OPUW/Media/Archives/Footage Farm/Normandie,00:00:33:03,25.000,768 x 576,H.264,AAC,,,"Normandie,conversion",Navy,1941,,Footage Farm,Green,,Thu Jun 20 10:14:48 2019,mp4
2183,2174,V1,00:07:12:02,00:07:13:02,01:38:02:19,01:38:03:19,nada924-ada3977_vis_14125322_14224722,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:09:54:10,25.000,640 x 524,H.264,AAC,,,"teletype,cinéma,presse,journal",Navy,,,Atelier des archives,,DP,Sat Jan 25 09:43:05 2020,mp4
2184,2175,A3,00:00:10:22,00:00:15:09,01:38:02:19,01:38:07:06,"57 Office,Typewriter Typing A Letter ",/Volumes/RAID1/OPUW/Media/Sound FX/teletype,00:01:06:03,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Thu May  3 09:10:38 2018,aiff
2185,2176,A4,00:00:15:13,00:00:22:20,01:38:02:19,01:38:10:01,9-51 Old Office Teletype 2,/Volumes/RAID1/OPUW/Media/Sound FX/teletype,00:00:33:08,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Feb 20 18:53:03 2019,wav
2186,2177,V1,00:05:48:13,00:05:49:09,01:38:03:19,01:38:04:15,nada924-ada3977_vis_14125322_14224722,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:09:54:10,25.000,640 x 524,H.264,AAC,,,"teletype,cinéma,presse,journal",Navy,,,Atelier des archives,,DP,Sat Jan 25 09:43:05 2020,mp4
2187,2178,V1,00:01:16:11,00:01:17:04,01:38:04:15,01:38:05:12,mt-mtt-62b,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191105/Film Files_2019_11_3,00:04:36:53,60.000,720 x 480,H.264,AAC,,,"presse,teletype",Navy,,VIS 7567,ADA DP (NARA),Cocoa;Yellow,,Tue Nov  5 06:49:32 2019,mp4
2188,2179,V1,00:01:34:31,00:01:35:23,01:38:05:12,01:38:06:09,mt-mtt-62b,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191105/Film Files_2019_11_3,00:04:36:53,60.000,720 x 480,H.264,AAC,,,"presse,teletype",Navy,,VIS 7567,ADA DP (NARA),Cocoa;Yellow,,Tue Nov  5 06:49:32 2019,mp4
2189,2180,V1,00:04:21:18,00:04:22:10,01:38:06:09,01:38:07:06,mt-mtt-62b,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191105/Film Files_2019_11_3,00:04:36:53,60.000,720 x 480,H.264,AAC,,,"presse,teletype",Navy,,VIS 7567,ADA DP (NARA),Cocoa;Yellow,,Tue Nov  5 06:49:32 2019,mp4
2190,2181,V1,00:03:34:23,00:03:35:18,01:38:07:06,01:38:08:01,nada924-ada3977_vis_14125322_14224722,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:09:54:10,25.000,640 x 524,H.264,AAC,,,"teletype,cinéma,presse,journal",Navy,,,Atelier des archives,,DP,Sat Jan 25 09:43:05 2020,mp4
2191,2182,A3,00:00:14:05,00:00:17:00,01:38:07:06,01:38:10:01,9-50 Old Office Teletype 1,/Volumes/RAID1/OPUW/Media/Sound FX/teletype,00:00:49:09,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Feb 20 18:53:03 2019,wav
2192,2183,A9,00:01:10:09,00:01:45:07,01:38:07:15,01:38:42:13,War Time 01,/Volumes/RAID1/OPUW/Media/Musique/Tal,00:02:13:15,0.000,,,Linear PCM,,,musique,Olive,,,Musique Tal,Green,,Sun Nov  3 20:35:33 2019,aif
2193,2183,A9,00:01:10:09,00:01:45:07,01:38:07:15,01:38:42:13,War Time 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:03:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Presse,Tue Jan 28 22:13:26 2020,mov
2194,2184,V1,00:03:01:23,00:03:03:23,01:38:08:01,01:38:10:01,nada924-ada3977_vis_14125322_14224722,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:09:54:10,25.000,640 x 524,H.264,AAC,,,"teletype,cinéma,presse,journal",Navy,,,Atelier des archives,,DP,Sat Jan 25 09:43:05 2020,mp4
2196,2186,V1,00:05:41:23,00:05:43:19,01:38:10:01,01:38:11:23,200-MTT-1423Z,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191203,00:10:05:10,29.970,720 x 544,H.264,AAC,,,"Normandie,Coast Guard,saisie",Navy,,VIS 7579,ADA DP (NARA),Cocoa;Green,,Tue Dec  3 12:11:20 2019,mp4
2197,2187,V1,00:23:06:22,00:23:09:03,01:38:11:23,01:38:14:04,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
2198,2188,V1,00:03:44:38,00:03:45:50,01:38:14:04,01:38:15:09,mt-mtt-874mn,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191105/Film Files_2019_11_3,00:08:30:17,60.000,720 x 480,H.264,AAC,,,"OCD,blackout,air raid",Navy,,VIS 7575,ADA DP (NARA),Cocoa;Yellow;Green,,Tue Nov  5 06:49:32 2019,mp4
2199,2189,V1,00:03:29:11,00:03:30:51,01:38:15:09,01:38:17:01,mt-mtt-874mn,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191105/Film Files_2019_11_3,00:08:30:17,60.000,720 x 480,H.264,AAC,,,"OCD,blackout,air raid",Navy,,VIS 7575,ADA DP (NARA),Cocoa;Yellow;Green,,Tue Nov  5 06:49:32 2019,mp4
2200,2190,V1,00:04:24:38,00:04:25:42,01:38:17:01,01:38:18:03,mt-mtt-874mn,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191105/Film Files_2019_11_3,00:08:30:17,60.000,720 x 480,H.264,AAC,,,"OCD,blackout,air raid",Navy,,VIS 7575,ADA DP (NARA),Cocoa;Yellow;Green,,Tue Nov  5 06:49:32 2019,mp4
2201,2191,A5,00:00:00:07,00:00:01:13,01:38:17:01,01:38:18:07,"15-41 Match Safety Match Strike,Burn,Sizzle",/Volumes/RAID1/OPUW/Media/Sound FX/fire,00:00:24:02,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed May 27 15:27:19 2009,aif
2202,2192,A6,01:00:00:12,01:00:03:22,01:38:17:01,01:38:20:11,Hit 09 Struck Down,/Volumes/RAID1/OPUW/Media/Sound FX/hits,00:00:03:18,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Sun Jul  7 06:37:10 2019,wav
2203,2193,V1,00:04:40:43,00:04:44:19,01:38:18:03,01:38:21:18,mt-mtt-874mn,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191105/Film Files_2019_11_3,00:08:30:17,60.000,720 x 480,H.264,AAC,,,"OCD,blackout,air raid",Navy,,VIS 7575,ADA DP (NARA),Cocoa;Yellow;Green,,Tue Nov  5 06:49:32 2019,mp4
2205,2195,V1,00:00:11:22,00:00:13:15,01:38:21:18,01:38:23:11,gettyimages-509709155-640_adpp,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:00:20:15,25.000,480 x 360,H.264,AAC,Description deleted (Tal),,"Navy,Knox",Navy,,,Getty,,,Sun Jan 26 10:19:35 2020,mp4
2206,2196,A3,00:00:50:10,00:00:53:08,01:38:21:18,01:38:24:16,67 Office Environment - American - Medium Calm,/Volumes/RAID1/OPUW/Media/Sound FX/office,00:02:28:17,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Mar  9 18:35:31 2009,aif
2207,2197,V1,00:00:06:23,00:00:08:03,01:38:23:11,01:38:24:16,gettyimages-509675099-640_adpp,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:00:16:01,25.000,480 x 360,H.264,AAC,Description deleted (Tal),,"teletype,Navy",Navy,,,Getty,,,Sat Jan 25 09:52:22 2020,mp4
2208,2198,V1,00:05:45:11,00:05:46:21,01:38:24:16,01:38:26:00,178-17,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191111,00:06:45:23,29.970,720 x 480,H.264,Linear PCM,"Edit of We Sail At Midnight, plan de remplacement pour glace sur Hudson, grelottant dans les rues",,"U-Boots,Manhattan,Washington,port,waterfront,Statue de la liberté,illustres,glace,Navy,camion",Navy,,VIS 2291,ADA DP (NARA),Cocoa,,Mon Nov 11 13:35:56 2019,mp4
2210,2200,V1,00:04:55:24,00:04:57:28,01:38:26:00,01:38:28:03,SHERMAN GRINBERG1,/Volumes/RAID1/OPUW/Media/Archives/Sherman Grinberg,00:08:50:03,29.970,1920 x 1080,MPEG4 Video,AAC,193705 Très beau départ du Pier 88. 19380705 Belle sirène avec Korda. Départ. 19420826 War Department.,Recherches archives Normandie 03.07.19,"Normandie,New York,port,Pier 88,sirène,embarquement,Washington,War Department",Navy,1937-1942,,Sherman Grinberg,Green,,Wed Jul  3 16:35:40 2019,mp4
2211,2201,V1,00:00:13:14,00:00:15:07,01:38:28:03,01:38:29:21,"BPA54 1930s-40s Washington DC, Capitol Lit Up at Night",/Volumes/RAID1/OPUW/Media/Archives/Kino Library,00:00:22:06,25.000,768 x 576,H.264,AAC,Projecteurs,,"Washington,Congrès,nuit",Navy,,,Kino Library,,,Fri Jun 28 14:39:22 2019,mov
2212,2202,V1,00:30:55:57,00:30:57:28,01:38:29:21,01:38:31:09,"FDR State of the Union Address, January 6, 1942 - FDR Presidential Library - Free Download, Borrow, and Streaming - Internet Archive",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:38:51:26,59.940,320 x 240,H.264,AAC,"If any of our enemies, from Europe or from Asia, attempt long-range raids by suicide squadrons of bombing planes, they will do so only in the hope of terrorizing our people and disrupting our morale. ",Originellement Archive.org,"FDR,peur",Navy,19420106,,NARA (FDRL) via ADA,,,Mon Jun 17 10:50:17 2019,mp4
2213,2203,A1,00:29:21:22,00:29:23:03,01:38:30:17,01:38:32:09,"FDR State of the Union Address, January 6, 1942 - FDR Presidential Library - Free Download, Borrow, and Streaming - Internet Archive",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:38:51:26,59.940,320 x 240,H.264,AAC,"If any of our enemies, from Europe or from Asia, attempt long-range raids by suicide squadrons of bombing planes, they will do so only in the hope of terrorizing our people and disrupting our morale. ",Originellement Archive.org,"FDR,peur",Navy,19420106,,NARA (FDRL) via ADA,,,Mon Jun 17 10:50:17 2019,mp4
2214,2204,V1,00:23:06:01,00:23:07:27,01:38:31:09,01:38:32:20,"FDR State of the Union Address, January 6, 1942 - FDR Presidential Library - Free Download, Borrow, and Streaming - Internet Archive",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:38:51:26,59.940,320 x 240,H.264,AAC,"If any of our enemies, from Europe or from Asia, attempt long-range raids by suicide squadrons of bombing planes, they will do so only in the hope of terrorizing our people and disrupting our morale. ",Originellement Archive.org,"FDR,peur",Navy,19420106,,NARA (FDRL) via ADA,,,Mon Jun 17 10:50:17 2019,mp4
2215,2205,A1,00:29:25:43,00:29:32:21,01:38:32:09,01:38:39:00,"FDR State of the Union Address, January 6, 1942 - FDR Presidential Library - Free Download, Borrow, and Streaming - Internet Archive",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:38:51:26,59.940,320 x 240,H.264,AAC,"If any of our enemies, from Europe or from Asia, attempt long-range raids by suicide squadrons of bombing planes, they will do so only in the hope of terrorizing our people and disrupting our morale. ",Originellement Archive.org,"FDR,peur",Navy,19420106,,NARA (FDRL) via ADA,,,Mon Jun 17 10:50:17 2019,mp4
2216,2206,A5,00:00:07:24,00:00:13:09,01:38:32:09,01:38:37:19,"06 Airplane,Turbo Prop Dash 8_Ext_Pass Overhead Before Landing",/Volumes/RAID1/OPUW/Media/Sound FX/airplanes,00:00:28:00,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed May 27 11:54:22 2009,aif
2218,2208,V1,00:29:26:10,00:29:27:45,01:38:32:20,01:38:34:10,"FDR State of the Union Address, January 6, 1942 - FDR Presidential Library - Free Download, Borrow, and Streaming - Internet Archive",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:38:51:26,59.940,320 x 240,H.264,AAC,"If any of our enemies, from Europe or from Asia, attempt long-range raids by suicide squadrons of bombing planes, they will do so only in the hope of terrorizing our people and disrupting our morale. ",Originellement Archive.org,"FDR,peur",Navy,19420106,,NARA (FDRL) via ADA,,,Mon Jun 17 10:50:17 2019,mp4
2219,2209,V1,00:00:30:14,00:00:31:13,01:38:34:10,01:38:35:09,aerial-of-biplane-flying-over-new-york-city-aerials-nyc-including-the-video-id1070210478 (1945-01-01),/Volumes/RAID1/OPUW/Media/Archives/Getty,00:02:03:07,23.976,640 x 360,H.264,AAC,,,"Manhattan,New York,avion,OCD",Navy,,,Getty,,,Sun Sep 15 22:24:10 2019,mp4
2220,2210,A6,00:00:00:00,00:00:07:11,01:38:34:21,01:38:42:07,"24 Airplane,Biplane Fokker D.vii;Ext;Fly Past",/Volumes/RAID1/OPUW/Media/Sound FX/airplanes,00:00:12:15,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Oct  2 14:36:36 2019,wav
2221,2211,V1,00:06:13:05,00:06:14:02,01:38:35:09,01:38:36:07,US Army Air Forces Newsreel 342-USAF-246661 RG342 id67009,/Volumes/RAID1/OPUW/Media/Archives/National Archives,01:30:43:00,29.970,638 x 472,H.264,AAC,,,"OCD,peur,Manhattan,avion,New York,Roosevelt,Navy,War Department,Washington,Fort Tilden",Navy,1941,,NARA via ADA,Green,,Tue Aug 27 09:16:03 2019,mp4
2222,2212,V1,00:00:45:19,00:00:47:04,01:38:36:07,01:38:37:17,aerials-manhattan-new-york-harbor-skyscrapers-empire-state-building-video-id1070215726,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:42:10,23.976,640 x 360,H.264,AAC,,,"Manhattan,New York,avion,OCD,voiture",Navy,,,Getty,,,Sun Sep 15 22:26:48 2019,mp4
2224,2214,V1,00:29:31:02,00:29:32:21,01:38:37:17,01:38:39:00,"FDR State of the Union Address, January 6, 1942 - FDR Presidential Library - Free Download, Borrow, and Streaming - Internet Archive",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:38:51:26,59.940,320 x 240,H.264,AAC,"If any of our enemies, from Europe or from Asia, attempt long-range raids by suicide squadrons of bombing planes, they will do so only in the hope of terrorizing our people and disrupting our morale. ",Originellement Archive.org,"FDR,peur",Navy,19420106,,NARA (FDRL) via ADA,,,Mon Jun 17 10:50:17 2019,mp4
2225,2215,V1,00:02:22:24,00:02:24:06,01:38:39:00,01:38:40:07,MASTERY OF THE SEA | IWM Film ADM 2 (1940),/Volumes/RAID1/OPUW/Media/Archives/Imperial War Museum,00:18:37:06,25.000,462 x 360,H.264,AAC,"Belles épaves de bateaux, commentaire dramatique",,U-Boots,Navy,1940,,Imperial War Museum,Green;Yellow,,Fri Jun  7 09:26:31 2019,mp4
2226,2216,A1,00:30:01:05,00:30:07:17,01:38:39:00,01:38:45:05,"FDR State of the Union Address, January 6, 1942 - FDR Presidential Library - Free Download, Borrow, and Streaming - Internet Archive",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:38:51:26,59.940,320 x 240,H.264,AAC,"If any of our enemies, from Europe or from Asia, attempt long-range raids by suicide squadrons of bombing planes, they will do so only in the hope of terrorizing our people and disrupting our morale. ",Originellement Archive.org,"FDR,peur",Navy,19420106,,NARA (FDRL) via ADA,,,Mon Jun 17 10:50:17 2019,mp4
2227,2217,V1,00:01:22:10,00:01:23:02,01:38:40:07,01:38:41:01,59-2 r1,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191202,00:09:52:13,29.970,704 x 528,H.264,AAC,,,"New York,illustres,enfant",Navy,,VIS 920,ADA DP (NARA),Cocoa,,Mon Dec  2 21:30:34 2019,mov
2228,2218,V1,10:24:45:19,10:24:47:04,01:38:41:01,01:38:42:11,11 FILE2786-Paris New York,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:26:59:19,25.000,1024 x 576,H.264,,Film Vivié New York,couleur,"Normandie,New York,Manhattan,illustres,Rockefeller Center,nuit",Navy,,,Lobster,,Lobster,Thu Aug  1 12:57:16 2019,mov
2229,2219,V1,00:30:04:31,00:30:06:55,01:38:42:11,01:38:44:21,"FDR State of the Union Address, January 6, 1942 - FDR Presidential Library - Free Download, Borrow, and Streaming - Internet Archive",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:38:51:26,59.940,320 x 240,H.264,AAC,"If any of our enemies, from Europe or from Asia, attempt long-range raids by suicide squadrons of bombing planes, they will do so only in the hope of terrorizing our people and disrupting our morale. ",Originellement Archive.org,"FDR,peur",Navy,19420106,,NARA (FDRL) via ADA,,,Mon Jun 17 10:50:17 2019,mp4
2231,2220,A9,00:01:10:09,00:01:36:16,01:38:42:13,01:39:08:20,War Time 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:03:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Presse,Tue Jan 28 22:13:26 2020,mov
2230,2220,A9,00:01:10:09,00:01:36:16,01:38:42:13,01:39:08:20,War Time 01,/Volumes/RAID1/OPUW/Media/Musique/Tal,00:02:13:15,0.000,,,Linear PCM,,,musique,Olive,,,Musique Tal,Green,,Sun Nov  3 20:35:33 2019,aif
2233,2222,V1,00:30:11:00,00:30:12:38,01:38:44:21,01:38:46:12,"FDR State of the Union Address, January 6, 1942 - FDR Presidential Library - Free Download, Borrow, and Streaming - Internet Archive",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:38:51:26,59.940,320 x 240,H.264,AAC,"If any of our enemies, from Europe or from Asia, attempt long-range raids by suicide squadrons of bombing planes, they will do so only in the hope of terrorizing our people and disrupting our morale. ",Originellement Archive.org,"FDR,peur",Navy,19420106,,NARA (FDRL) via ADA,,,Mon Jun 17 10:50:17 2019,mp4
2234,2223,A1,00:30:11:21,00:30:13:16,01:38:45:05,01:38:47:03,"FDR State of the Union Address, January 6, 1942 - FDR Presidential Library - Free Download, Borrow, and Streaming - Internet Archive",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:38:51:26,59.940,320 x 240,H.264,AAC,"If any of our enemies, from Europe or from Asia, attempt long-range raids by suicide squadrons of bombing planes, they will do so only in the hope of terrorizing our people and disrupting our morale. ",Originellement Archive.org,"FDR,peur",Navy,19420106,,NARA (FDRL) via ADA,,,Mon Jun 17 10:50:17 2019,mp4
2235,2224,A2,00:37:40:27,00:37:44:43,01:38:46:03,01:38:50:10,"FDR State of the Union Address, January 6, 1942 - FDR Presidential Library - Free Download, Borrow, and Streaming - Internet Archive",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:38:51:26,59.940,320 x 240,H.264,AAC,"If any of our enemies, from Europe or from Asia, attempt long-range raids by suicide squadrons of bombing planes, they will do so only in the hope of terrorizing our people and disrupting our morale. ",Originellement Archive.org,"FDR,peur",Navy,19420106,,NARA (FDRL) via ADA,,,Mon Jun 17 10:50:17 2019,mp4
2236,2225,V1,00:37:45:54,00:37:47:17,01:38:46:12,01:38:47:22,"FDR State of the Union Address, January 6, 1942 - FDR Presidential Library - Free Download, Borrow, and Streaming - Internet Archive",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:38:51:26,59.940,320 x 240,H.264,AAC,"If any of our enemies, from Europe or from Asia, attempt long-range raids by suicide squadrons of bombing planes, they will do so only in the hope of terrorizing our people and disrupting our morale. ",Originellement Archive.org,"FDR,peur",Navy,19420106,,NARA (FDRL) via ADA,,,Mon Jun 17 10:50:17 2019,mp4
2237,2226,V1,00:05:25:02,00:05:26:10,01:38:47:22,01:38:49:05,NY Firemen : SS Normandie fire (color) 14,/Volumes/RAID1/OPUW/Media/Archives/Prelinger,00:14:38:24,25.000,352 x 478,H.264,AAC,,couleur,"Normandie,incendie",Navy,,,Archive.org,Green;Red,,Thu May 30 23:06:07 2019,mp4
2239,2228,A3,00:00:16:15,00:00:26:20,01:38:47:22,01:38:58:02,"16 Fire,Ambience General Ambience At Fire;Fire Trucks,Sirens,Crowd,Fire Scene",/Volumes/RAID1/OPUW/Media/Sound FX/fire,00:01:04:07,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Oct  2 14:36:59 2019,wav
2241,2230,V1,00:00:23:19,00:00:24:11,01:38:49:05,01:38:49:24,gettyimages-502797671-640_adpp 1942-01-08,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:26:05,29.970,480 x 360,H.264,AAC,Description deleted (Tal),,"incendie,Pier 83",Navy,1942-01-08,,Getty,,,Mon Jan 27 19:28:20 2020,mp4
2242,2231,V1,00:00:25:15,00:00:26:10,01:38:49:24,01:38:50:20,gettyimages-502797671-640_adpp 1942-01-08,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:26:05,29.970,480 x 360,H.264,AAC,Description deleted (Tal),,"incendie,Pier 83",Navy,1942-01-08,,Getty,,,Mon Jan 27 19:28:20 2020,mp4
2243,2232,V1,00:00:31:01,00:00:31:27,01:38:50:20,01:38:51:17,gettyimages-502797671-640_adpp 1942-01-08,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:26:05,29.970,480 x 360,H.264,AAC,Description deleted (Tal),,"incendie,Pier 83",Navy,1942-01-08,,Getty,,,Mon Jan 27 19:28:20 2020,mp4
2244,2233,A5,00:00:11:04,00:00:13:05,01:38:51:07,01:38:53:08,"3-76 Metal, Hit Large Hollow, Rattly Hit, Reverberant",/Volumes/RAID1/OPUW/Media/Sound FX/hits,00:00:17:24,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Fri May  3 08:31:48 2019,wav
2245,2234,V1,00:00:36:16,00:00:38:06,01:38:51:17,01:38:53:09,gettyimages-502797671-640_adpp 1942-01-08,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:26:05,29.970,480 x 360,H.264,AAC,Description deleted (Tal),,"incendie,Pier 83",Navy,1942-01-08,,Getty,,,Mon Jan 27 19:28:20 2020,mp4
2246,2235,A4,00:00:28:17,00:00:30:09,01:38:51:17,01:38:53:09,76 Projector - Film Projector - Super 8,/Volumes/RAID1/OPUW/Media/Sound FX/foley,00:00:55:03,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Jan 12 18:49:24 2009,aif
2247,2236,V1,00:05:32:20,00:05:34:02,01:38:53:09,01:38:54:16,NY Firemen : SS Normandie fire (color) 14,/Volumes/RAID1/OPUW/Media/Archives/Prelinger,00:14:38:24,25.000,352 x 478,H.264,AAC,,couleur,"Normandie,incendie",Navy,,,Archive.org,Green;Red,,Thu May 30 23:06:07 2019,mp4
2248,2237,V1,00:00:00:03,00:00:03:14,01:38:54:16,01:38:58:02,Pier 83 Fire 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:04:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Presse,Tue Jan 28 08:47:52 2020,mov
2250,2239,A6,00:00:00:00,00:00:08:20,01:38:57:14,01:39:06:09,Impact-Hit-Reverb-03,/Volumes/RAID1/OPUW/Media/Sound FX/hits,00:00:08:20,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Nov 27 12:59:37 2017,aif
2251,2240,A5,01:00:00:12,01:00:05:05,01:38:57:22,01:39:02:15,Hit 06 Drum Roll,/Volumes/RAID1/OPUW/Media/Sound FX/hits,00:00:04:18,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Sun Jul  7 06:37:10 2019,wav
2252,2241,V1,00:00:00:00,00:00:05:15,01:38:58:02,01:39:03:17,Hardegen Torpedoes Off Long Island 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:06:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Presse,Mon Jan 27 20:03:20 2020,mov
2255,2244,V1,00:00:05:11,00:00:06:12,01:39:03:17,01:39:04:18,gettyimages-502797693-640_adpp,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:11:25,29.970,480 x 360,H.264,AAC,Description deleted (Tal),,Carole Lombard,Navy,,,Getty,,,Mon Jan 27 20:12:28 2020,mp4
2257,2246,A5,00:00:11:08,00:00:19:24,01:39:03:17,01:39:12:08,"06 Airplane,Single Prop At-6;Ext;Pass Overhead",/Volumes/RAID1/OPUW/Media/Sound FX/airplanes,00:00:34:11,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Oct  2 14:36:36 2019,wav
2259,2248,V1,00:00:07:26,00:00:08:19,01:39:04:18,01:39:05:13,gettyimages-502797693-640_adpp,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:11:25,29.970,480 x 360,H.264,AAC,Description deleted (Tal),,Carole Lombard,Navy,,,Getty,,,Mon Jan 27 20:12:28 2020,mp4
2260,2249,V1,00:00:10:19,00:00:11:24,01:39:05:13,01:39:06:18,gettyimages-502797693-640_adpp,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:11:25,29.970,480 x 360,H.264,AAC,Description deleted (Tal),,Carole Lombard,Navy,,,Getty,,,Mon Jan 27 20:12:28 2020,mp4
2261,2250,V1,00:00:00:09,00:00:02:21,01:39:06:18,01:39:09:05,Carole Lombard Dies 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:03:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Presse,Tue Jan 28 08:47:47 2020,mov
